Distance,Nozzle_DSD,Volume,WS.m_s,WS.meas,Temp.C,RH,Rep,TestID,Dep_flux
-3,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,485.2266667
-2,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,2488.48
-1,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,11370.13333
0,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,249484.8
1,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,190357.8667
2,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,29495.46667
3,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,3467.36
4,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,988.528
5,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,488.6506667
6,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,370.1706667
8,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,365.1434667
12,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,292.0005333
16,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,149.6432
20,XR11001 (fine),2,1.5,325,23,65.1,T1-T3,T1,64.9744
-3,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,21.21706667
-2,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,2387.690667
-1,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,16086.45333
0,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,95754.13333
1,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,172097.0667
2,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,34188.26667
3,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,5831.786667
4,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,1633.648
5,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,929.1253333
6,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,588.7626667
8,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,413.6362667
12,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,294.1216
16,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,144.0224
20,XR11001 (fine),2,1.5,315,25.2,64.2,T1-T3,T2,66.51466667
-3,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,646.5226667
-2,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,3317.28
-1,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,13601.06667
0,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,132026.6667
1,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,164987.2
2,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,21044.32
3,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,1592.533333
4,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,759.648
5,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,478.9413333
6,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,302.4090667
8,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,323.9141333
12,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,359.8976
16,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,200.6634667
20,XR11001 (fine),2,1.5,304,26.8,62.6,T1-T3,T3,66.17813333
-3,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,0.0304
-2,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,0.558933333
-1,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,1066.698667
0,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,73517.86667
1,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,120496.5333
2,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,12006.24
3,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,7537.813333
4,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,1445.632
5,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,167.408
6,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,87.06986667
8,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,317.7466667
12,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,673.1626667
16,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,121.0912
20,TT11001 (medium),2,3,591,30,46.4,T7-T9,T7,74.8368
-3,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,0.010133333
-2,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,0.0256
-1,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,1067.754667
0,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,69483.73333
1,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,119142.9333
2,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,471.488
3,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,12119.57333
4,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,19673.49333
5,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,119.6053333
6,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,786.6986667
8,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,366.2618667
12,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,450.2997333
16,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,147.5770667
20,TT11001 (medium),2,3,590,30.7,45.6,T7-T9,T8,76.4784
-3,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,0.136
-2,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,0.0592
-1,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,2296.101333
0,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,169403.2
1,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,128810.6667
2,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,7471.573333
3,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,5208.106667
4,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,1167.205333
5,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,357.2853333
6,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,175.4549333
8,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,309.6917333
12,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,741.9093333
16,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,112.9701333
20,TT11001 (medium),2,3,582,30.9,43.8,T7-T9,T9,67.368
-3,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,0.696533333
-2,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,1.083733333
-1,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,40.03893333
0,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,363.264
1,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,6008.32
2,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,10973.17333
3,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,2057.722667
4,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,218.1546667
5,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,166.1712
6,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,343.5552
8,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,477.7306667
12,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,157.048
16,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,584.9973333
20,XR11001 (fine),2,4.5,855,28,70,T10-T12,T10,152.9392
-3,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,0.083733333
-2,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,0.0128
-1,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,20.672
0,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,1040.986667
1,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,18308.48
2,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,24989.76
3,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,5849.066667
4,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,972.4906667
5,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,858.7946667
6,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,1134.597333
8,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,1013.322667
12,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,233.1952
16,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,1288.608
20,XR11001 (fine),2,4.5,890,28.6,68.4,T10-T12,T11,290.1589333
-3,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,0.098666667
-2,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,0.018133333
-1,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,8.6112
0,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,2035.605333
1,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,20588.21333
2,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,27197.06667
3,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,3662.074667
4,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,938.8906667
5,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,2979.845333
6,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,4400.165333
8,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,1853.034667
12,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,1450.816
16,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,369.9232
20,XR11001 (fine),2,4.5,878,31.4,52.6,T10-T12,T12,441.6496
-3,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,711.7706667
-2,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,3289.226667
-1,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,58349.33333
0,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,109888
1,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,80415.46667
2,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,2761.44
3,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,764.3466667
4,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,187.008
5,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,126.8928
6,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,105.7274667
8,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,101.4538667
12,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,82.184
16,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,57.48586667
20,TT11001 (medium),2,1.5,312,30.7,54,T13-T15,T13,13.7904
-3,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,365.0624
-2,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,2910.938667
-1,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,71225.06667
0,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,179961.0667
1,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,79551.46667
2,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,6362.826667
3,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,1411.472
4,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,415.1973333
5,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,258.4618667
6,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,173.6944
8,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,109.3728
12,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,82.56906667
16,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,47.0304
20,TT11001 (medium),2,1.5,308,30.9,51.1,T13-T15,T14,14.07413333
-3,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,489.2330667
-2,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,5028.725333
-1,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,111158.4
0,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,110744.5333
1,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,104770.1333
2,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,3597.333333
3,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,1068.629333
4,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,567.52
5,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,370.9930667
6,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,237.5328
8,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,127.3706667
12,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,70.71413333
16,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,47.8448
20,TT11001 (medium),2,1.5,303,31.3,50.3,T13-T15,T15,12.7632
-3,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,0.253333333
-2,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,0.331733333
-1,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,1545.605333
0,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,59820.8
1,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,135204.2667
2,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,19592.48
3,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,3005.866667
4,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,296.4693333
5,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,160.536
6,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,177.7024
8,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,378.4432
12,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,1319.418667
16,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,377.0346667
20,XR11001 (fine),2,3,591,31.6,48.9,T16-T18,T16,190.9888
-3,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,0.0624
-2,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,0.08
-1,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,650.9226667
0,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,18617.06667
1,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,73002.13333
2,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,29922.29333
3,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,4005.76
4,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,1524.026667
5,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,646.8853333
6,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,621.0773333
8,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,146.8
12,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,403.6746667
16,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,268.6490667
20,XR11001 (fine),2,3,584,32.1,46,T16-T18,T17,111.6613333
-3,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,0.013866667
-2,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,0.096
-1,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,3478.330667
0,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,56489.6
1,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,229788.2667
2,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,5573.173333
3,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,2495.045333
4,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,1335.232
5,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,800.4693333
6,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,647.0826667
8,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,390.0832
12,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,1401.509333
16,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,348.4416
20,XR11001 (fine),2,3,582,32.2,46.8,T16-T18,T18,164.5349333
-3,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,0.256
-2,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,0.190933333
-1,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,0.117333333
0,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,66511.46667
1,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,165973.8667
2,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,37662.61333
3,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,6299.093333
4,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,4752.533333
5,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,4987.952
6,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,5135.130667
8,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,1517.488
12,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,323.2741333
16,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,1265.205333
20,TT11001 (medium),2,4.5,856,33,45.9,T19-T21,T19,216.3018667
-3,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,0.146666667
-2,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,0.258133333
-1,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,60.12426667
0,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,86396.8
1,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,252724.2667
2,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,93276.8
3,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,7032.746667
4,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,1054.181333
5,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,996.048
6,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,1065.109333
8,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,1036.128
12,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,782.6773333
16,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,1572.821333
20,TT11001 (medium),2,4.5,861,32.9,43.6,T19-T21,T20,2913.829333
-3,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,0.0432
-2,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,0.073066667
-1,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,0.090666667
0,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,75859.73333
1,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,172764.8
2,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,63200
3,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,7652.106667
4,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,1055.285333
5,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,1188.954667
6,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,1016.965333
8,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,552.9973333
12,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,474.9946667
16,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,1696.410667
20,TT11001 (medium),2,4.5,852,33.1,44.1,T19-T21,T21,247.9264
-3,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,0.101866667
-2,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,0.037866667
-1,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,0.302933333
0,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,25111.25333
1,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,129017.6
2,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,39990.4
3,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,6949.12
4,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,10316.74667
5,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,9469.76
6,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,908.5813333
8,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,242.192
12,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,3820.053333
16,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,644.6773333
20,TT11001 (medium),10,4.5,912,25,78,T22-T24,T22,418.5786667
-3,TT11001 (medium),10,4.5,916,25.2,78.5,T22-T24,T23,0.149866667
-2,TT11001 (medium),10,4.5,916,25.2,78.5,T22-T24,T23,0.224533333
-1,TT11001 (medium),10,4.5,916,25.2,78.5,T22-T24,T23,0.818133333
0,TT11001 (medium),10,4.5,916,25.2,78.5,T22-T24,T23,36901.86667
1,TT11001 (medium),10,4.5,916,25.2,78.5,T22-T24,T23,127306.6667
